water_pH,TDS,water_temp
6.69,330,22.06
7.44,314,23.56
9.62,304,24.56
7.29,342,23.31
8.86,346,23.5
10.07,651,23.94
7.69,310,24.13
6.26,502,25.06
9.42,343,23.69
6.33,535,25.63
5.9,547,26.75
8.46,320,24.63
7.47,340,24.75
6.79,452,23.75
9.6,342,23.25
7.64,345,23.75
8.12,882,25.94
6.9,361,24.5
8.88,330,24.63
10.17,338,23.19
8.85,416,23.63
9.54,336,23.06
6.15,295,24.25
8.46,433,23.63
7.73,338,26.13
5.74,545,26.31
9.33,298,24.31
8.7,343,23.81
7.94,1109,24.13
6.52,437,24.13
10.21,299,23.75
10.03,330,22.88
9.58,381,23.94
6.28,437,23.75
6.21,448,24.63
5.53,442,24.13
6.39,339,23.69
7.53,549,25.69
6.7,321,24.06
7.45,540,25.81
9.35,306,23.69
7.9,310,24.25
7.43,311,24.94
6.9,294,24.88
6.79,295,24.31
8.07,345,23.81
8.64,329,22.25
7.52,330,24.69
9.34,345,23.63
9.92,433,23.5
10.03,341,23.63
10.46,374,24.06
8.48,338,23.38
10.95,422,22.63
9.2,340,23.44
8.65,338,23.0
8.1,350,23.5
7.36,421,24.5
6.32,338,23.0
8.58,373,25.06
11.05,378,24.63
8.68,339,22.75
6.92,361,24.5
7.97,345,23.63
7.42,527,25.38
7.68,302,24.56
5.96,325,24.5
9.34,304,24.0
7.95,312,23.81
8.03,437,23.69
6.99,380,24.38
8.96,307,24.69
9.22,340,23.19
8.96,344,23.38
5.85,296,24.56
8.71,340,23.19
6.19,304,24.31
5.56,321,24.0
8.72,343,22.81
6.97,541,25.31
9.0,295,23.81
8.01,790,24.44
9.96,765,22.88
6.18,304,24.44
9.69,346,23.56
10.2,341,22.75
8.43,306,24.38
9.56,363,24.44
10.42,304,24.13
5.52,269,25.13
6.17,311,23.38
9.17,338,23.5
5.57,321,24.06
6.81,539,26.25
8.72,342,23.31
7.34,302,24.38
9.16,348,24.63
7.57,379,24.0
5.56,325,24.38
7.37,438,23.63
6.11,303,25.5
9.43,340,23.5
9.0,333,22.5
6.37,330,22.06
9.38,336,23.31
9.07,297,23.69
6.92,729,23.88
9.3,342,23.25
7.39,640,24.44
9.18,340,23.38
8.54,331,22.63
9.05,328,25.0
8.36,361,24.69
8.57,329,22.31
10.66,364,25.19
6.99,373,25.0
6.66,296,24.69
7.21,327,22.38
7.29,533,25.31
8.93,346,23.25
8.02,342,23.38
5.75,440,23.75
7.8,331,24.25
6.9,325,24.5
8.75,416,23.44
8.13,337,22.75
7.11,342,25.94
8.72,312,24.0
9.48,336,23.06
6.04,439,24.0
8.57,363,24.63
7.35,455,23.81
8.98,341,23.75
10.19,340,23.31
7.61,342,24.81
5.51,321,23.88
7.77,310,23.56
5.55,367,25.0
6.64,361,24.56
5.61,565,26.44
6.65,336,26.0
9.24,305,25.0
8.67,349,24.5
7.02,536,26.31
7.63,441,24.19
5.83,295,24.5
6.43,298,24.38
7.32,260,24.31
5.9,515,25.56
6.25,296,24.56
9.01,308,23.63
11.48,363,24.56
8.38,393,24.94
5.59,523,24.56
9.94,343,22.81
8.75,329,22.81
7.55,305,24.63
6.78,319,24.69
8.07,307,25.0
8.42,741,22.75
7.33,295,24.19
8.37,307,24.69
7.45,297,24.19
9.68,374,24.25
6.6,304,25.5
11.26,419,22.94
8.56,310,23.75
7.17,304,24.5
8.29,374,25.81
9.35,311,24.69
8.7,339,22.81
6.2,544,26.75
9.9,423,24.75
7.5,435,22.38
9.43,314,23.94
7.2,645,24.31
10.3,368,25.56
9.34,302,24.25
7.8,343,22.69
9.17,345,23.75
8.3,363,24.25
6.45,428,24.81
8.48,310,24.06
11.22,391,23.06
8.66,350,23.44
5.61,548,26.25
7.24,442,24.0
9.13,429,24.5
7.6,270,24.31
7.35,413,24.0
7.61,312,24.06
9.47,349,24.38
9.66,419,24.63
7.06,443,23.44
7.4,735,22.0
6.37,431,23.38
6.4,442,24.06
6.94,331,22.63
8.08,1100,24.13
5.88,295,24.38
7.03,442,24.13
6.98,320,25.06
7.22,544,25.56
7.45,339,23.69
7.32,267,25.31
6.0,430,23.75
7.44,543,25.81
8.48,338,23.0
6.73,336,24.75
6.75,426,23.44
10.14,338,23.06
6.75,340,26.06
8.36,440,23.5
7.55,440,23.44
7.69,305,24.69
7.2,332,21.94
8.64,307,24.56
5.86,501,25.56
8.88,338,23.25
10.15,416,24.75
9.98,783,23.69
9.53,310,23.56
6.86,304,24.44
8.63,343,23.69
7.82,331,22.81
6.9,320,24.69
5.61,373,24.94
6.96,337,25.19
7.65,295,24.31
7.82,303,25.0
5.78,301,25.13
6.32,431,23.31
7.75,305,24.94
7.8,333,24.25
7.99,378,24.44
8.21,343,23.75
9.84,297,24.06
6.97,313,24.56
6.03,522,26.19
8.18,317,24.25
8.25,333,22.81
8.13,418,23.56
7.96,352,24.75
9.58,334,23.13
7.26,304,24.44
6.09,325,23.88
9.63,338,23.13
8.65,431,23.38
7.11,735,22.56
9.51,678,23.56
5.93,547,26.75
11.93,392,22.94
6.0,295,24.19
9.14,309,24.5
7.74,316,23.81
8.46,312,24.19
8.45,336,26.13
6.79,314,23.63
7.04,444,24.13
7.58,331,22.75
6.66,359,24.44
6.95,430,23.69
6.68,325,24.19
5.81,373,24.75
6.74,640,24.88
8.14,431,23.06
8.38,329,24.38
7.38,310,24.13
9.71,317,24.0
8.16,341,25.75
6.89,527,25.38
8.42,343,23.75
8.04,331,24.19
5.92,547,26.56
9.64,351,24.38
6.06,567,26.94
7.88,316,23.94
8.65,771,23.31
6.93,319,24.63
6.04,296,24.63
8.95,329,22.75
7.58,340,24.75
7.21,365,24.56
7.62,342,23.19
8.63,327,22.31
5.88,373,25.0
8.9,421,23.44
5.57,454,24.13
6.54,525,26.13
9.18,882,25.69
6.44,440,23.63
5.61,421,24.75
5.79,403,24.44
9.99,330,22.88
8.59,305,23.69
5.9,367,25.0
10.57,408,25.25
9.49,400,24.94
8.35,349,24.31
7.42,331,22.56
6.37,359,24.44
8.29,351,24.19
8.22,310,23.63
6.16,326,24.69
10.01,338,23.19
9.34,303,23.69
8.76,312,23.94
8.49,327,22.25
7.58,313,24.13
5.92,318,25.06
7.95,924,24.75
7.23,848,24.69
10.12,342,23.44
7.16,294,24.69
9.57,367,24.81
8.06,334,23.19
8.77,363,24.5
8.25,777,23.38
8.86,392,23.81
5.95,295,24.44
8.5,310,23.63
6.16,573,26.88
7.54,408,24.19
7.9,672,24.56
9.3,343,24.0
7.05,338,24.88
7.6,268,24.94
7.5,295,24.31
9.71,295,23.75
9.58,431,23.25
7.89,307,24.56
7.59,331,22.25
8.16,342,25.0
5.53,504,25.44
6.3,304,24.44
7.46,434,23.13
5.54,294,24.88
7.19,558,25.69
8.32,309,24.63
6.42,381,24.06
8.74,342,23.25
6.34,330,25.25
6.85,318,23.69
9.21,338,23.13
9.1,374,25.56
6.32,683,24.38
7.87,441,24.19
8.0,342,23.63
6.82,369,24.94
6.76,314,23.56
6.48,360,25.19
7.31,334,21.94
8.68,346,23.5
11.69,385,22.69
8.49,341,23.69
7.6,439,24.19
7.17,304,24.63
9.09,370,24.25
6.18,557,26.38
7.43,312,24.13
6.85,294,24.88
7.99,340,24.63
7.7,330,24.56
8.62,298,24.81
11.63,390,24.06
9.58,344,23.44
9.16,309,24.69
7.91,1100,24.13
8.0,344,23.31
6.29,510,26.5
8.13,346,23.5
8.3,349,24.25
6.42,747,25.25
6.96,333,22.75
7.21,443,23.44
6.4,359,24.44
9.2,342,23.44
5.63,526,24.44
10.02,365,24.69
7.79,307,24.75
5.55,489,24.94
9.88,304,24.0
9.45,316,23.56
8.04,310,24.0
6.04,483,23.88
10.64,304,23.81
7.57,339,25.19
8.63,311,24.38
5.71,496,25.38
7.47,305,24.81
8.46,403,24.25
5.69,361,24.44
9.55,363,24.88
9.36,368,25.31
7.39,329,24.19
9.05,306,24.06
11.91,392,22.88
8.46,340,23.38
9.16,303,23.69
6.01,514,26.13
8.67,301,25.0
7.73,312,24.0
9.2,310,24.25
6.93,349,23.94
7.33,478,23.88
9.57,384,24.63
6.82,325,24.31
7.28,363,24.56
8.04,329,22.13
6.95,434,23.13
7.0,341,25.75
8.78,342,23.44
5.81,609,23.38
8.53,381,24.25
7.48,420,23.69
7.3,430,23.56
6.28,369,24.94
6.91,321,24.38
8.82,310,24.31
9.54,367,24.81
6.89,383,24.44
9.32,337,22.75
8.92,342,23.5
8.57,340,23.25
6.91,321,23.94
9.99,344,23.25
6.68,525,26.13
9.16,424,24.56
10.2,424,22.81
5.93,508,26.38
7.53,343,23.75
9.6,339,22.81
6.57,532,26.88
8.87,309,24.94
6.21,522,26.19
7.37,359,24.38
9.03,336,23.06
9.56,343,23.69
7.27,363,24.44
6.61,361,24.56
8.21,329,22.31
6.52,527,25.5
8.32,340,23.0
8.65,329,22.56
7.56,269,25.13
7.99,337,22.69
5.84,537,26.94
8.06,350,23.63
7.11,294,24.88
8.57,312,23.69
7.34,335,22.81
8.91,428,24.63
9.0,365,24.63
6.21,334,22.0
8.69,651,23.69
5.52,1100,25.13
8.99,311,24.5
5.97,508,26.0
8.41,336,23.06
6.23,518,26.56
6.85,312,24.06
10.16,304,24.0
7.99,342,24.88
8.32,342,23.56
6.95,433,23.38
6.7,292,24.88
5.6,440,23.56
5.69,888,23.88
10.22,337,22.75
6.04,564,25.63
6.32,541,26.63
8.19,340,26.0
6.4,305,24.63
6.47,268,24.38
6.34,350,23.63
7.41,330,25.25
9.65,314,24.0
7.24,442,23.94
6.08,535,26.69
6.82,305,24.94
8.41,333,22.75
7.27,297,24.31
9.7,332,23.06
6.6,327,22.44
8.89,777,23.38
7.14,532,25.56
7.51,640,24.38
5.99,529,25.56
9.13,329,22.69
9.4,297,23.81
10.11,369,25.0
8.49,329,26.0
6.82,337,25.69
9.28,372,25.5
7.53,354,23.5
6.42,268,24.88
8.55,353,24.25
8.63,374,24.19
6.38,303,25.56
7.48,334,23.25
9.22,307,24.81
8.02,342,23.31
9.48,340,23.06
9.26,310,24.0
6.99,520,26.06
7.54,337,23.63
14.03,385,24.5
9.68,342,23.56
9.98,343,23.88
6.98,455,23.81
8.1,431,24.44
8.89,311,24.5
8.05,343,23.69
5.63,513,26.5
6.97,381,24.06
7.77,329,24.25
9.08,342,23.63
8.01,309,24.75
7.59,305,25.19
6.7,317,24.19
7.04,325,24.5
8.19,349,24.31
10.38,672,24.19
7.05,541,25.25
7.21,366,25.13
7.57,303,25.06
5.58,1352,26.31
8.97,344,23.56
9.36,712,23.56
7.62,529,25.56
5.86,418,25.06
6.22,302,24.25
6.38,437,24.0
7.53,304,24.63
9.08,342,22.94
7.53,333,22.75
6.69,373,24.75
7.34,444,23.94
5.83,325,24.25
9.13,310,23.56
6.95,434,23.06
11.78,387,22.81
6.9,325,24.19
7.38,532,25.5
9.56,345,24.0
8.05,305,24.5
8.51,431,23.13
8.46,332,22.88
5.98,547,26.5
8.68,428,24.75
7.76,313,24.5
9.89,389,24.69
6.39,290,23.5
5.93,344,24.88
7.65,343,25.75
9.92,303,23.75
7.52,543,25.81
5.71,439,23.94
9.53,295,24.06
7.52,296,24.44
8.1,342,23.56
9.47,342,23.25
8.14,438,23.5
5.84,503,25.88
10.77,369,24.88
7.5,678,23.38
5.6,317,24.13
5.52,565,26.63
7.01,555,25.94
9.6,346,23.56
8.42,434,23.13
6.34,330,23.25
6.14,383,24.25
8.79,343,23.75
10.56,369,24.94
8.5,343,23.75
8.83,346,23.56
5.55,553,26.75
10.42,303,23.81
8.57,298,24.31
5.78,296,24.69
6.93,328,22.0
5.93,359,24.63
9.18,367,24.69
10.54,342,23.31
8.14,753,24.5
6.94,361,25.81
6.07,536,26.38
9.33,395,24.81
5.97,348,25.13
8.09,343,23.75
8.54,308,24.31
5.94,565,26.56
6.27,902,24.25
9.98,340,23.06
8.3,438,23.38
6.03,532,26.63
8.5,342,23.31
5.57,521,26.44
7.91,370,24.06
11.7,931,22.56
6.39,321,24.31
5.79,524,25.56
9.97,338,23.31
9.24,312,24.06
9.12,306,24.31
6.51,438,23.56
6.01,405,24.44
8.27,329,22.5
6.39,542,26.25
7.22,338,23.06
8.11,327,22.56
6.52,430,23.5
7.06,494,23.81
9.9,340,23.44
10.26,425,23.88
10.42,306,23.94
10.68,365,24.81
8.6,415,23.75
7.82,330,21.94
9.52,349,24.44
6.2,544,26.5
8.76,309,24.94
6.75,297,24.25
9.63,343,23.94
8.77,310,24.13
8.09,333,22.63
9.06,350,24.69
9.06,342,23.31
7.84,443,23.38
8.32,329,22.19
10.23,410,24.0
7.67,328,21.94
9.57,336,23.19
8.32,345,23.63
8.47,310,23.88
6.78,321,24.19
8.5,302,24.06
7.15,361,24.56
6.81,314,23.5
8.09,324,22.06
8.34,329,22.19
8.81,308,23.69
8.83,338,22.94
5.94,325,24.5
9.24,307,24.69
5.58,463,24.75
6.38,532,26.81
8.42,375,25.38
8.93,747,25.06
8.86,312,24.13
8.37,815,24.31
5.82,424,24.5
7.06,443,23.5
8.68,332,24.75
8.16,295,23.94
9.22,361,24.44
6.37,543,25.94
7.62,342,23.31
8.86,370,24.13
6.28,537,26.94
7.97,367,26.0
5.98,888,23.88
8.37,342,23.25
8.13,317,24.63
7.34,309,25.0
7.01,310,23.56
7.26,339,25.81
9.43,334,23.31
7.55,341,25.94
7.54,405,24.25
8.83,338,23.19
6.6,329,22.06
5.52,321,24.38
9.05,765,23.63
8.79,311,24.31
7.7,311,24.31
7.83,533,25.38
5.81,294,24.88
9.05,331,22.63
7.95,314,23.75
9.14,336,23.31
9.07,342,23.25
8.22,310,23.63
8.85,349,23.88
5.71,383,24.25
6.11,294,24.56
9.18,342,23.5
10.93,348,24.81
11.56,398,23.19
8.2,305,24.63
6.45,539,26.25
9.61,363,24.63
6.81,645,24.88
8.16,314,23.69
9.88,302,24.31
5.52,531,24.94
8.5,336,23.31
7.19,420,23.69
7.92,431,23.13
8.58,345,24.0
5.9,1352,25.5
10.15,344,23.25
8.75,329,26.0
6.91,533,26.31
10.88,341,24.31
6.98,335,22.75
9.38,306,24.5
9.06,350,23.63
8.27,317,24.19
7.53,316,23.81
7.3,296,24.56
7.07,351,23.81
8.38,346,23.63
6.72,327,24.5
8.87,306,24.0
7.24,426,23.38
7.52,304,24.25
7.41,532,25.5
8.09,439,23.94
7.97,345,23.63
6.11,548,26.31
7.12,329,22.63
7.14,361,24.5
6.66,330,25.19
6.84,375,25.25
6.11,318,23.56
7.42,342,23.19
8.67,369,24.81
6.55,735,24.69
7.51,305,25.38
5.73,511,26.06
8.84,340,22.94
11.8,343,25.5
7.81,304,23.94
8.28,334,23.13
7.27,316,23.94
8.02,329,22.38
9.88,338,23.0
8.96,335,22.75
8.47,310,24.06
5.82,562,26.69
6.8,329,22.13
9.06,307,24.69
7.99,339,23.75
6.23,545,26.25
6.0,324,24.56
5.54,488,25.13
10.47,394,22.75
8.27,335,22.69
7.25,329,22.25
8.51,340,23.25
6.95,438,23.63
6.55,533,25.31
9.63,342,23.13
6.75,541,25.56
8.52,306,24.31
6.95,446,24.13
5.81,359,24.63
8.62,365,24.94
5.78,435,25.19
9.17,316,23.94
9.34,306,24.25
8.47,423,24.69
8.72,312,24.06
7.11,331,22.56
9.32,310,23.88
9.49,418,25.25
6.36,407,24.44
6.88,305,25.38
6.03,297,24.25
8.45,344,23.44
6.77,442,24.13
5.56,363,24.63
8.74,417,25.5
8.67,304,24.25
9.58,343,24.13
5.58,501,25.44
7.9,344,23.19
9.35,336,23.0
8.04,315,24.31
7.95,308,23.56
8.93,338,23.0
7.61,341,23.75
9.14,346,23.56
6.38,447,23.94
12.76,403,24.56
8.16,310,23.81
7.33,640,25.13
5.97,442,24.13
7.27,342,23.31
8.28,318,24.75
9.22,350,23.69
11.78,394,22.56
8.02,343,23.63
6.57,294,24.88
7.16,434,23.13
9.32,305,24.94
7.78,452,23.81
6.38,436,23.25
9.08,330,24.69
6.58,296,24.81
9.73,342,23.38
9.24,424,24.38
6.71,296,24.88
7.78,306,24.13
8.33,319,24.38
7.29,344,25.13
6.84,528,25.88
7.28,336,23.56
6.01,434,23.94
7.81,330,25.25
9.33,345,24.25
7.86,1092,23.31
6.88,343,25.75
8.26,344,23.56
6.02,1432,26.75
7.91,307,24.94
7.48,418,23.69
8.65,307,24.63
6.28,438,23.63
7.73,331,22.69
8.42,341,22.81
9.2,339,22.81
8.09,310,23.81
8.86,343,23.75
10.48,342,23.25
6.54,433,23.19
7.64,331,22.69
7.38,331,25.19
5.95,326,24.81
7.59,433,23.44
7.66,339,23.63
10.79,373,24.75
9.01,342,23.31
9.29,307,23.63
6.99,321,24.25
9.9,338,23.0
7.22,363,24.63
6.05,522,26.13
8.42,342,24.75
9.73,338,22.88
8.51,373,26.13
8.56,336,22.94
8.23,424,24.56
9.3,336,23.0
7.08,540,26.0
8.45,361,24.31
7.08,363,24.63
8.06,455,23.81
6.84,447,24.06
6.82,302,24.81
6.86,307,23.31
5.81,432,23.75
7.99,541,25.63
7.15,367,25.0
7.4,334,24.56
7.02,321,24.19
6.4,367,24.94
5.56,523,25.94
7.07,296,24.81
6.0,442,23.88
9.68,342,23.5
5.64,562,26.44
6.94,717,25.0
7.81,318,23.75
6.52,435,23.56
6.33,436,24.38
6.86,306,24.31
8.44,345,23.81
7.0,328,22.0
7.39,304,24.31
8.2,319,24.56
9.16,337,23.63
10.04,303,23.81
8.06,340,24.94
7.99,334,23.06
6.95,321,24.63
8.45,340,23.06
7.99,331,26.06
5.58,521,26.5
6.29,292,24.81
9.05,416,24.88
12.01,916,24.38
8.79,694,24.44
8.33,342,23.25
9.03,304,24.38
10.03,338,23.38
5.81,440,23.5
10.81,406,25.19
10.4,293,23.75
8.17,342,23.56
6.42,329,22.63
8.22,344,23.63
6.89,329,22.69
10.11,338,23.31
11.01,990,25.31
6.05,909,24.75
6.03,555,26.81
10.76,398,23.19
5.89,319,23.94
7.49,341,25.25
5.52,321,24.06
7.97,431,23.13
5.51,507,25.44
10.47,367,24.81
5.9,303,24.81
8.02,350,23.69
6.49,314,23.94
9.59,343,23.69
6.45,325,24.25
6.32,304,24.44
9.03,365,24.31
8.9,298,24.75
8.61,340,25.0
6.73,548,26.25
9.29,368,25.31
7.02,314,23.38
7.65,310,23.94
11.88,394,24.13
8.16,343,23.69
5.95,296,24.56
8.94,422,24.44
9.02,311,24.63
7.84,533,25.38
8.13,434,23.13
8.64,306,24.31
7.95,345,23.69
9.38,295,23.88
10.13,344,23.44
9.95,292,23.69
8.19,344,23.31
5.94,568,26.56
6.88,385,24.44
9.48,297,23.75
7.72,331,26.0
7.43,313,24.25
8.77,378,24.19
7.03,319,24.63
8.47,308,24.38
7.35,333,22.75
8.32,315,24.69
5.86,361,24.31
7.43,268,25.13
7.85,439,24.06
7.28,265,24.38
6.35,283,23.5
9.18,340,23.06
7.61,312,23.5
8.94,415,24.06
8.19,343,25.88
8.28,377,23.94
6.64,540,25.88
9.02,341,22.75
10.03,368,25.13
7.3,267,24.19
9.39,368,25.13
8.67,415,23.94
5.96,521,25.44
8.7,423,24.88
8.4,311,24.75
8.13,339,23.63
7.95,336,22.88
7.53,341,25.25
7.62,433,23.38
9.21,340,23.13
8.35,344,23.63
5.68,304,25.5
6.92,317,24.31
7.32,305,25.38
8.77,416,23.56
8.79,304,24.38
9.86,297,23.75
8.12,307,24.94
7.7,317,24.69
9.34,306,24.0
9.2,433,24.88
9.19,783,24.06
7.78,448,23.56
5.55,419,24.25
9.13,342,24.5
7.07,444,24.0
7.16,329,22.69
7.15,369,25.06
7.18,332,24.88
7.04,294,24.75
13.32,916,24.5
5.66,298,24.88
7.03,294,24.94
7.02,729,22.25
6.24,297,24.31
8.39,342,23.31
6.8,431,23.13
8.23,329,22.56
5.69,327,24.44
6.78,339,25.94
7.53,444,24.25
6.84,329,22.19
6.05,521,25.44
8.54,433,23.5
10.21,393,23.25
9.09,342,23.19
5.66,408,24.31
9.06,336,23.13
10.49,342,23.44
6.38,303,25.06
8.28,304,24.13
8.48,339,25.5
7.32,270,24.19
5.82,868,24.75
7.02,438,23.63
9.75,345,24.38
8.26,447,23.75
7.31,294,24.56
6.43,544,25.44
9.59,395,23.75
7.06,314,23.69
7.29,423,23.56
8.48,345,23.69
9.19,304,23.88
8.74,344,23.31
6.94,536,26.25
9.07,374,25.63
6.61,1432,26.75
9.96,340,23.0
9.41,888,25.88
6.84,321,24.13
7.73,339,23.63
8.5,331,22.56
6.87,297,25.19
7.6,264,25.38
9.01,337,22.81
10.5,373,25.25
8.0,346,23.56
7.71,321,24.63
6.81,321,23.88
6.49,436,23.19
8.7,418,23.69
7.03,316,23.56
6.29,331,25.25
8.18,426,23.13
6.32,343,25.44
6.47,444,24.0
10.22,343,23.75
6.12,304,24.44
9.09,331,24.25
6.26,328,22.0
8.99,353,24.25
9.23,310,23.56
7.03,336,23.0
7.18,378,24.25
9.13,305,24.56
5.94,422,24.19
6.63,314,23.69
9.24,310,23.81
7.2,334,25.06
8.65,297,23.69
7.47,339,23.63
8.38,350,23.56
9.39,310,23.63
7.16,361,24.31
5.92,365,24.88
10.89,387,22.63
6.3,318,23.44
6.01,442,24.0
7.67,336,26.06
8.07,439,24.25
9.17,747,24.31
11.1,388,22.56
6.29,440,23.75
7.27,351,23.88
8.74,418,24.88
10.36,337,24.0
7.59,303,25.0
7.13,342,23.19
8.86,303,23.88
10.01,420,22.81
7.9,345,23.69
9.82,337,22.81
6.79,385,24.31
7.99,308,23.56
9.29,413,25.25
10.4,388,22.63
7.05,321,24.06
9.14,365,24.63
6.75,735,24.63
7.3,319,24.56
7.51,305,24.94
9.54,346,23.63
8.63,342,23.31
9.87,341,22.75
9.37,308,23.69
8.08,443,23.44
6.34,331,25.25
7.95,310,23.56
6.89,335,22.75
8.97,329,22.56
8.84,357,24.38
8.81,310,23.63
7.74,535,25.44
7.59,303,24.81
7.34,269,25.13
8.83,423,24.75
8.49,311,24.69
8.86,340,23.31
7.71,313,24.5
8.16,527,25.31
6.28,439,24.13
9.04,350,23.06
7.28,269,24.94
7.54,331,22.75
9.44,394,25.38
10.32,365,24.81
6.43,437,23.88
8.26,344,23.25
6.39,421,24.94
8.54,340,24.69
6.46,434,24.13
8.57,330,24.63
9.12,305,23.69
8.31,345,24.13
8.98,349,24.25
5.54,533,25.06
7.43,313,24.56
6.14,444,25.31
6.42,328,25.25
7.79,334,22.88
7.78,377,24.0
7.26,302,24.38
9.15,344,23.56
6.47,339,25.5
8.81,340,23.13
6.55,326,25.13
7.11,431,24.56
8.69,429,24.38
8.83,310,23.75
10.06,412,23.19
10.68,417,22.81
9.23,342,23.38
6.18,683,23.88
9.35,345,24.19
8.69,369,24.81
8.38,347,22.75
9.3,336,23.06
8.73,344,23.5
8.36,297,24.19
6.95,325,24.25
8.69,297,23.81
5.94,515,25.75
7.07,296,24.69
6.42,330,22.0
7.3,344,23.44
6.08,536,25.31
7.96,293,23.94
7.81,343,23.69
7.64,313,24.5
6.94,541,25.44
7.79,310,24.13
7.0,1401,26.31
8.62,741,22.56
8.05,312,23.81
10.6,302,23.88
11.16,321,24.56
6.85,557,26.06
8.75,309,24.75
7.45,564,25.69
6.47,438,23.38
10.18,346,23.63
9.96,303,23.81
7.26,341,25.63
7.69,307,24.81
8.93,304,24.63
10.22,342,23.31
9.59,408,25.25
11.54,374,24.19
5.52,471,24.5
9.66,305,25.0
6.56,333,25.19
7.16,341,25.75
5.76,324,24.94
10.99,360,25.25
9.37,412,23.38
7.39,331,22.25
7.95,309,24.94
8.63,308,23.81
9.16,333,22.81
8.29,307,25.06
8.07,309,24.88
8.84,329,22.63
8.26,342,23.13
9.05,735,22.75
7.85,331,25.25
9.07,333,24.25
7.3,265,24.81
8.83,304,24.25
6.48,314,23.56
7.76,402,23.38
8.52,777,25.06
9.96,345,23.94
5.51,444,24.13
10.38,408,24.0
7.43,310,23.5
7.73,341,25.31
8.94,349,24.44
6.73,325,23.81
7.38,328,22.06
9.7,342,23.13
7.49,331,22.31
10.01,345,23.75
8.72,344,23.56
8.64,336,22.88
6.04,304,24.31
6.53,296,24.94
6.95,531,26.19
5.66,536,25.0
8.0,340,26.13
7.84,304,24.5
7.34,546,25.88
5.93,523,25.94
9.27,309,24.38
9.27,312,23.88
7.11,1100,24.19
5.61,375,25.31
6.76,305,25.38
5.89,296,24.69
5.71,295,24.5
9.59,337,22.75
8.88,339,22.81
9.98,343,23.69
8.66,313,24.56
7.43,543,25.75
5.69,541,25.63
6.37,307,25.19
8.63,412,23.38
6.32,321,24.56
7.83,431,25.69
9.29,340,23.38
8.09,341,22.75
9.74,342,23.38
8.56,683,23.69
10.41,306,24.0
8.53,329,22.63
5.97,552,26.94
7.11,328,25.13
8.33,436,23.19
7.79,344,23.5
11.21,373,24.69
9.06,310,24.25
8.74,337,23.81
7.33,448,23.44
7.78,311,24.25
7.64,433,23.25
6.2,305,25.19
8.3,329,22.5
7.51,316,23.5
5.51,536,26.25
7.59,330,22.06
8.16,340,23.0
10.27,341,22.75
8.14,341,23.75
7.6,331,22.56
7.22,534,25.88
6.08,531,26.13
10.32,340,22.94
6.98,314,24.94
7.43,747,22.69
8.36,302,24.06
7.59,305,25.13
8.57,329,22.63
10.34,411,24.81
8.65,327,22.25
7.01,367,24.63
10.17,299,23.75
8.03,335,22.69
9.8,330,22.88
7.17,252,25.31
10.15,275,24.19
7.05,341,25.31
8.98,338,22.94
7.83,529,25.5
9.68,372,25.81
8.63,336,22.94
8.7,342,23.0
8.44,381,24.19
8.75,342,23.25
6.52,341,25.25
5.73,324,24.56
7.73,332,21.94
7.01,296,24.88
9.08,307,25.0
7.24,401,24.19
8.91,342,23.56
8.4,361,24.56
7.25,342,23.31
9.67,363,24.31
6.6,678,24.31
6.07,325,24.25
7.86,442,24.0
9.13,376,24.38
8.53,338,22.94
9.15,340,23.56
7.94,330,23.0
6.36,535,26.94
8.74,336,22.88
7.85,316,23.5
8.52,369,24.88
10.69,394,23.13
5.85,515,25.38
10.0,418,23.69
8.48,342,25.19
6.43,428,24.75
9.25,311,24.75
9.35,365,24.81
7.1,340,25.0
8.0,311,24.69
7.19,376,24.75
8.77,376,25.88
8.88,336,23.31
9.23,329,24.31
9.4,310,23.75
8.22,317,24.56
7.38,530,25.31
11.3,390,24.13
7.04,361,24.69
9.75,341,23.75
7.58,341,25.69
11.3,410,23.13
6.06,540,26.94
6.32,368,25.31
7.65,343,23.75
5.8,296,24.88
6.65,317,24.38
8.74,309,24.69
8.47,340,22.94
8.03,311,24.69
9.56,345,23.88
7.42,329,24.19
10.47,398,23.25
6.01,544,26.5
6.11,321,24.0
6.95,330,22.06
9.49,549,25.63
9.78,337,22.75
7.09,306,25.5
6.14,302,24.5
7.92,334,22.94
8.99,741,22.75
6.73,317,24.5
8.63,299,23.94
9.47,790,23.75
8.0,304,24.38
5.65,532,26.81
5.82,305,25.44
5.77,428,24.88
6.02,567,26.94
7.89,319,24.63
6.01,430,23.63
9.22,372,25.44
9.35,310,23.88
6.02,321,23.88
10.17,338,22.94
9.41,365,24.94
10.27,340,23.38
8.75,367,24.75
7.17,331,22.13
8.92,336,22.94
7.16,341,25.5
8.04,318,23.56
9.1,307,24.81
10.64,454,23.0
8.49,335,22.81
9.42,368,25.5
8.18,330,25.13
9.07,342,23.38
8.13,530,25.38
7.66,447,23.88
7.17,369,24.94
6.59,343,25.69
8.67,340,23.31
7.59,771,23.31
9.63,759,22.94
8.98,420,23.69
8.55,346,23.5
10.79,389,22.88
6.1,298,24.25
9.43,453,21.81
8.61,334,23.13
7.75,431,23.25
8.06,340,25.13
9.74,330,22.88
7.43,316,23.94
7.28,334,25.06
9.77,295,23.75
5.99,302,24.31
6.62,320,24.94
8.04,328,22.06
8.01,450,23.69
